start_time,weather,trip_length
2017-11-04 05:00:00,good,16.97
2017-11-11 23:00:00,good,23.6
2017-11-11 06:00:00,good,24.27
2017-11-18 06:00:00,good,25.33
2017-11-11 09:00:00,good,18.0
2017-11-11 10:00:00,good,22.0
2017-11-25 11:00:00,good,30.0
2017-11-04 15:00:00,good,57.47
2017-11-04 08:00:00,good,28.17
2017-11-18 06:00:00,good,22.18
2017-11-11 18:00:00,good,32.97
2017-11-18 09:00:00,bad,24.95
2017-11-04 09:00:00,good,28.0
2017-11-18 06:00:00,good,22.25
2017-11-04 12:00:00,good,37.72
2017-11-04 00:00:00,good,26.0
2017-11-04 10:00:00,good,43.87
2017-11-04 14:00:00,good,49.4
2017-11-18 05:00:00,good,27.6
2017-11-04 11:00:00,good,40.0
2017-11-04 18:00:00,bad,41.0
2017-11-11 04:00:00,good,24.85
2017-11-04 12:00:00,good,45.95
2017-11-11 12:00:00,good,32.92
2017-11-11 13:00:00,good,35.8
2017-11-04 13:00:00,good,53.0
2017-11-18 13:00:00,bad,62.0
2017-11-25 14:00:00,good,30.0
2017-11-18 18:00:00,good,24.73
2017-11-25 16:00:00,good,46.12
2017-11-04 18:00:00,bad,41.47
2017-11-25 05:00:00,good,21.08
2017-11-04 11:00:00,good,38.75
2017-11-18 05:00:00,good,26.13
2017-11-04 06:00:00,good,25.32
2017-11-04 17:00:00,bad,41.97
2017-11-18 08:00:00,bad,24.92
2017-11-18 18:00:00,good,30.0
2017-11-04 14:00:00,good,63.85
2017-11-25 11:00:00,good,25.27
2017-11-25 12:00:00,good,24.0
2017-11-25 17:00:00,good,37.0
2017-11-04 12:00:00,good,53.0
2017-11-04 07:00:00,good,25.63
2017-11-04 08:00:00,good,27.88
2017-11-04 14:00:00,good,58.98
2017-11-04 04:00:00,good,22.35
2017-11-11 07:00:00,good,23.75
2017-11-11 05:00:00,good,22.33
2017-11-11 03:00:00,good,20.05
2017-11-11 12:00:00,good,33.28
2017-11-11 08:00:00,good,25.32
2017-11-04 06:00:00,good,24.37
2017-11-04 15:00:00,good,61.65
2017-11-04 11:00:00,good,41.25
2017-11-11 13:00:00,good,37.0
2017-11-25 18:00:00,good,61.4
2017-11-18 20:00:00,good,28.58
2017-11-25 05:00:00,good,24.0
2017-11-18 13:00:00,bad,58.77
2017-11-18 06:00:00,good,27.3
2017-11-04 18:00:00,bad,29.58
2017-11-04 19:00:00,good,31.02
2017-11-11 21:00:00,good,22.72
2017-11-11 10:00:00,good,24.77
2017-11-11 14:00:00,good,41.52
2017-11-18 08:00:00,bad,26.08
2017-11-04 11:00:00,good,46.0
2017-11-04 06:00:00,good,32.0
2017-11-04 08:00:00,good,23.2
2017-11-04 17:00:00,bad,35.53
2017-11-18 07:00:00,bad,22.18
2017-11-11 07:00:00,good,22.98
2017-11-25 13:00:00,good,30.0
2017-11-04 19:00:00,good,29.13
2017-11-25 10:00:00,good,26.4
2017-11-11 12:00:00,good,28.0
2017-11-04 17:00:00,bad,35.57
2017-11-11 15:00:00,good,37.0
2017-11-11 11:00:00,good,28.85
2017-11-04 15:00:00,good,40.0
2017-11-11 20:00:00,good,30.0
2017-11-18 14:00:00,good,54.85
2017-11-11 08:00:00,good,23.2
2017-11-04 15:00:00,good,54.37
2017-11-11 06:00:00,good,27.83
2017-11-11 04:00:00,good,23.0
2017-11-11 09:00:00,good,23.07
2017-11-04 16:00:00,bad,43.0
2017-11-11 08:00:00,good,22.75
2017-11-11 11:00:00,good,35.17
2017-11-11 12:00:00,good,33.17
2017-11-04 16:00:00,bad,39.0
2017-11-04 10:00:00,good,35.23
2017-11-18 08:00:00,bad,20.0
2017-11-04 14:00:00,good,45.73
2017-11-04 08:00:00,good,26.68
2017-11-18 08:00:00,bad,24.72
2017-11-04 14:00:00,good,45.07
2017-11-04 12:00:00,good,48.3
2017-11-11 17:00:00,good,38.0
2017-11-11 19:00:00,good,32.05
2017-11-04 10:00:00,good,34.25
2017-11-04 16:00:00,bad,54.0
2017-11-11 15:00:00,good,36.67
2017-11-04 16:00:00,bad,48.77
2017-11-11 13:00:00,good,40.82
2017-11-11 04:00:00,good,20.9
2017-11-04 12:00:00,good,39.0
2017-11-11 18:00:00,good,36.0
2017-11-11 10:00:00,good,22.17
2017-11-25 05:00:00,good,26.0
2017-11-11 08:00:00,good,22.32
2017-11-25 16:00:00,good,40.0
2017-11-11 16:00:00,good,43.9
2017-11-18 14:00:00,good,60.07
2017-11-11 10:00:00,good,19.57
2017-11-11 10:00:00,good,23.08
2017-11-18 12:00:00,bad,42.67
2017-11-18 10:00:00,bad,31.8
2017-11-11 05:00:00,good,21.0
2017-11-11 09:00:00,good,21.33
2017-11-04 06:00:00,good,19.47
2017-11-04 06:00:00,good,20.0
2017-11-04 15:00:00,good,53.45
2017-11-11 05:00:00,good,23.0
2017-11-04 11:00:00,good,44.88
2017-11-04 12:00:00,good,42.57
2017-11-25 18:00:00,good,42.0
2017-11-04 09:00:00,good,29.7
2017-11-04 10:00:00,good,45.0
2017-11-04 15:00:00,good,52.4
2017-11-11 16:00:00,good,38.0
2017-11-18 12:00:00,bad,40.0
2017-11-11 18:00:00,good,34.98
2017-11-04 12:00:00,good,54.58
2017-11-04 12:00:00,good,41.53
2017-11-11 10:00:00,good,21.72
2017-11-04 14:00:00,good,45.0
2017-11-18 16:00:00,bad,36.43
2017-11-25 11:00:00,good,0.0
2017-11-11 10:00:00,good,21.97
2017-11-04 16:00:00,bad,47.23
